Company,Folder,File Name,Transcript
domin,callout_type,1025.ulaw,Notification message.
domin,callout_type,1037.ulaw,"Notification DEO,"
domin,callout_type,1047.ulaw,Major event.
domin,callout_type,1103.ulaw,Same day.
domin,callout_type,1104.ulaw,Future.
domin,callout_type,1105.ulaw,Dispatch same day.
domin,callout_type,1106.ulaw,Dispatch future.
domin,callout_type,1167.ulaw,Corporate safety confirmation.
domin,callout_type,1173.ulaw,Notification message.
domin,callout_type,1253.ulaw,Normal.
domin,callout_type,1254.ulaw,Scheduled overtime.
domin,callout_type,1255.ulaw,Emergency.
domin,callout_type,1256.ulaw,On call supervisor.
domin,callout_type,1257.ulaw,All hands on deck.
domin,callout_type,1258.ulaw,Out of town.
domin,callout_type,1363.ulaw,Notification message.
domin,callout_type,1448.ulaw,Same day.
domin,company,1201.ulaw,"Dominion Energy,"
domin,company,1265.ulaw,Press any key to continue.
domin,job_classification,1000.ulaw,Lineman.
domin,job_classification,1001.ulaw,Apprenticed lineman.
domin,job_classification,1002.ulaw,Underground lineman.
domin,job_classification,1003.ulaw,Apprentice underground lineman.
domin,job_classification,1004.ulaw,Groundman.
domin,job_classification,1005.ulaw,Line truck driver auger.
domin,job_classification,1006.ulaw,Construction machine operator.
domin,job_classification,1007.ulaw,Network lineman.
domin,job_classification,1008.ulaw,Network apprentice alignment.
domin,job_classification,1009.ulaw,Network groundman.
domin,job_classification,1010.ulaw,"Electric serviceman, first class."
domin,job_classification,1011.ulaw,Service man two.
domin,job_classification,1012.ulaw,Service helper.
domin,job_classification,1013.ulaw,Stock helper.
domin,job_classification,1014.ulaw,Storekeeper.
domin,job_classification,1015.ulaw,Administrative assistance.
domin,job_classification,1016.ulaw,Auto mechanic.
domin,job_classification,1017.ulaw,Auto mechanic trainee.
domin,job_classification,1018.ulaw,Cable locator.
domin,job_classification,1020.ulaw,Construction supervisor.
domin,job_classification,1021.ulaw,Contract analyst.
domin,job_classification,1022.ulaw,Crane and equipment man.
domin,job_classification,1023.ulaw,Construction project coordinator.
domin,job_classification,1024.ulaw,Designer.
domin,job_classification,1025.ulaw,Electrician.
domin,job_classification,1026.ulaw,Apprentice electrician.
domin,job_classification,1027.ulaw,Engineer.
domin,job_classification,1028.ulaw,Transmission electric ground worker.
domin,job_classification,1031.ulaw,Forrester.
domin,job_classification,1032.ulaw,The right man.
domin,job_classification,1033.ulaw,Laborer.
domin,job_classification,1035.ulaw,Lead metering tech.
domin,job_classification,1036.ulaw,Local supervisor.
domin,job_classification,1037.ulaw,Locks stock helper.
domin,job_classification,1038.ulaw,Lowboy and equipment operator.
domin,job_classification,1039.ulaw,Maintenance map.
domin,job_classification,1040.ulaw,MDD dispatcher.
domin,job_classification,1041.ulaw,MDD night dispatcher.
domin,job_classification,1042.ulaw,Meter reader collector.
domin,job_classification,1043.ulaw,Meter servicer.
domin,job_classification,1044.ulaw,Metering tech.
domin,job_classification,1045.ulaw,Meter man.
domin,job_classification,1047.ulaw,Operations analyst.
domin,job_classification,1048.ulaw,Operation specialist.
domin,job_classification,1049.ulaw,Operation supervisor.
domin,job_classification,1050.ulaw,Process assistant.
domin,job_classification,1051.ulaw,Project and compliance coordinator.
domin,job_classification,1053.ulaw,Robert Good's helper.
domin,job_classification,1054.ulaw,Rubber goods tester.
domin,job_classification,1055.ulaw,Senior metering tech.
domin,job_classification,1056.ulaw,Shop assistant.
domin,job_classification,1057.ulaw,Shop meter handler.
domin,job_classification,1058.ulaw,Shop repairman.
domin,job_classification,1059.ulaw,"Shop repairman, second class."
domin,job_classification,1061.ulaw,Senior meter servicer.
domin,job_classification,1063.ulaw,Store supervisor.
domin,job_classification,1064.ulaw,Technician.
domin,job_classification,1065.ulaw,Tractor trailer driver.
domin,job_classification,1066.ulaw,Utility electrician.
domin,job_classification,1067.ulaw,Utility man.
domin,job_classification,1068.ulaw,Design supervisor.
domin,job_classification,1069.ulaw,Fleet supervisor.
domin,job_classification,1070.ulaw,Operations manager.
domin,job_classification,1071.ulaw,Construction manager.
domin,job_classification,1072.ulaw,Meter supervisor.
domin,job_classification,1073.ulaw,Parts specialist.
domin,job_classification,1074.ulaw,Meter reader.
domin,job_classification,1075.ulaw,Tractor Earth auger driver.
domin,job_classification,1076.ulaw,Distribution Forester.
domin,job_classification,1077.ulaw,Transmission alignment.
domin,job_classification,1078.ulaw,Electrical mechanic.
domin,job_classification,1079.ulaw,Substation electrical wiring.
domin,job_classification,1080.ulaw,Substation electrical recloser.
domin,job_classification,1081.ulaw,Electrician trainee maintenance man.
domin,job_classification,1082.ulaw,Alpha shift.
domin,job_classification,1083.ulaw,Bravo shift.
domin,job_classification,1084.ulaw,Charlie Shift.
domin,job_classification,1085.ulaw,Delta shift.
domin,job_classification,1086.ulaw,Staff.
domin,job_classification,1087.ulaw,Transmission supervisor.
domin,job_classification,1088.ulaw,Transmission manager.
domin,job_classification,1089.ulaw,Patroller.
domin,job_classification,1090.ulaw,Scout.
domin,job_classification,1091.ulaw,Manager substation operations.
domin,job_classification,1092.ulaw,Superintendent substation operations.
domin,job_classification,1093.ulaw,Supervisor substation operations.
domin,job_classification,1094.ulaw,System operations center corporate communications representative.
domin,job_classification,1095.ulaw,Media relations representative.
domin,job_classification,1096.ulaw,Eastern region external affairs representative.
domin,job_classification,1097.ulaw,Northwest Region external affairs representative.
domin,job_classification,1098.ulaw,"Area managers, external affairs representative."
domin,job_classification,1099.ulaw,Customer service center command center representative.
domin,job_classification,1100.ulaw,Distribution system storm center representative.
domin,job_classification,1101.ulaw,Key accounts representative.
domin,job_classification,1102.ulaw,Fossil and hydro representative.
domin,job_classification,1103.ulaw,Nuclear representative.
domin,job_classification,1104.ulaw,Security representative.
domin,job_classification,1105.ulaw,Restoration executive.
domin,job_classification,1106.ulaw,Emergency operations manager.
domin,job_classification,1107.ulaw,Interface director.
domin,job_classification,1108.ulaw,Fossil and hydro support representative.
domin,job_classification,1109.ulaw,Electric transmission representative.
domin,job_classification,1110.ulaw,Distribution system storm center restoration representative.
domin,job_classification,1111.ulaw,Telecommunications representative.
domin,job_classification,1112.ulaw,Engineering services representative.
domin,job_classification,1113.ulaw,Communications director.
domin,job_classification,1114.ulaw,Combustion turbine's primary representative.
domin,job_classification,1115.ulaw,Combustion turbines alternate representative.
domin,job_classification,1116.ulaw,Administrative coordinator.
domin,job_classification,1117.ulaw,"EMS, DMS computer representative."
domin,job_classification,1118.ulaw,Technical clerk.
domin,job_classification,1119.ulaw,Fossil and hydro technical services one.
domin,job_classification,1120.ulaw,Fossil and hydro technical services two.
domin,job_classification,1121.ulaw,"Fossil and hydro technical services, three."
domin,job_classification,1122.ulaw,Fossil and hydro technical services four.
domin,job_classification,1123.ulaw,Facility services representative.
domin,job_classification,1124.ulaw,"Security representative, system restoration."
domin,job_classification,1125.ulaw,Bulk power operation public affairs adviser.
domin,job_classification,1126.ulaw,Corporate emergency response center representative.
domin,job_classification,1127.ulaw,Nuclear representative system restoration.
domin,job_classification,1128.ulaw,Customer service center system restoration rep.
domin,job_classification,1129.ulaw,System planning technical representative.
domin,job_classification,1130.ulaw,Field meter man.
domin,job_classification,1131.ulaw,Shop meter man.
domin,job_classification,1136.ulaw,Safety specialist.
domin,job_classification,1137.ulaw,Security officer.
domin,job_classification,1138.ulaw,Security management.
domin,job_classification,1139.ulaw,Security staff.
domin,job_classification,1174.ulaw,Helper.
domin,job_classification,1176.ulaw,Inspector.
domin,job_classification,1201.ulaw,Heavy freight truck driver.
domin,job_classification,1223.ulaw,Director.
domin,job_classification,1224.ulaw,Manager.
domin,job_classification,1225.ulaw,Rock analyst.
domin,job_classification,1226.ulaw,Supervisor.
domin,job_classification,1227.ulaw,Shop assistant trainee.
domin,job_classification,1228.ulaw,"Shop meter man trainee,"
domin,job_classification,1229.ulaw,"Meter man trainee,"
domin,job_classification,1230.ulaw,"Shop electrician,"
domin,job_classification,1231.ulaw,Warehouse stock helper.
domin,job_classification,1232.ulaw,Warehouse storekeeper.
domin,job_classification,1233.ulaw,Crane and equipment operator.
domin,job_classification,1234.ulaw,Electrical local supervisor.
domin,job_classification,1235.ulaw,"Natural gas field service representative,"
domin,job_classification,1236.ulaw,Consultant.
domin,job_classification,1237.ulaw,Superintendent.
domin,job_classification,1238.ulaw,Specialist.
domin,job_classification,1239.ulaw,Transmission apprentice lineman.
domin,job_classification,1240.ulaw,Contractor resource coordinator.
domin,job_classification,1241.ulaw,Distribution operations assistant.
domin,job_classification,1242.ulaw,Intern.
domin,job_classification,1243.ulaw,"Project manager,"
domin,job_classification,1244.ulaw,Electrical equipment technician.
domin,job_classification,1245.ulaw,System protection technician.
domin,job_classification,1246.ulaw,Transmission system operator.
domin,job_classification,1247.ulaw,Coordinator.
domin,job_classification,1248.ulaw,Performance analyst.
domin,job_classification,1249.ulaw,Process analyst.
domin,job_classification,2001.ulaw,CIN representative.
domin,job_classification,2002.ulaw,Clerical support.
domin,job_classification,2003.ulaw,Closing analyst.
domin,job_classification,2004.ulaw,Communications coordinator.
domin,job_classification,2005.ulaw,CSC representative.
domin,job_classification,2006.ulaw,Customer information specialist.
domin,job_classification,2007.ulaw,POC liaison.
domin,job_classification,2008.ulaw,External representatives.
domin,job_classification,2009.ulaw,General manager.
domin,job_classification,2010.ulaw,Logistical support.
domin,job_classification,2011.ulaw,Logistics manager.
domin,job_classification,2012.ulaw,Material coordinator.
domin,job_classification,2013.ulaw,Resource coordinator.
domin,job_classification,2014.ulaw,Packaging analyst.
domin,job_classification,2015.ulaw,Packaging manager.
domin,job_classification,2016.ulaw,Packaging support.
domin,job_classification,2017.ulaw,Patrol analyst.
domin,job_classification,2018.ulaw,Patrol manager.
domin,job_classification,2019.ulaw,Patrol support.
domin,job_classification,2020.ulaw,Point manager.
domin,job_classification,2021.ulaw,Resource manager.
domin,job_classification,2022.ulaw,Resource support.
domin,job_classification,2023.ulaw,Restoration manager.
domin,job_classification,2024.ulaw,Restoration specialist.
domin,job_classification,2025.ulaw,Safety representative.
domin,job_classification,2026.ulaw,Safety specialist.
domin,job_classification,2027.ulaw,Shift manager.
domin,job_classification,2028.ulaw,Substation representative.
domin,job_classification,2029.ulaw,Switching supervisor.
domin,job_classification,2030.ulaw,Team leader.
domin,job_classification,2031.ulaw,Transmission representative.
domin,job_classification,2032.ulaw,Tree contractor.
domin,job_classification,2033.ulaw,Tree supervisor.
domin,job_classification,2034.ulaw,Operations support.
domin,job_classification,2035.ulaw,Contractor scout.
domin,job_classification,2037.ulaw,Helicopter patroller.
domin,job_classification,2039.ulaw,Patrol driver.
domin,job_classification,2040.ulaw,Processing staging centers.
domin,job_classification,2042.ulaw,Storm analyst.
domin,job_classification,2044.ulaw,Wire watcher.
domin,job_classification,2045.ulaw,"Environmental coordinator,"
domin,job_classification,2046.ulaw,"Environmental oversight,"
domin,job_classification,2047.ulaw,"Patrol driver hub,"
domin,job_classification,3000.ulaw,Crane and equipment man.
domin,job_classification,3001.ulaw,Crane and equipment operator.
domin,job_classification,3002.ulaw,"Meterman trainee,"
domin,job_classification,3003.ulaw,Shop assistant trainee.
domin,job_classification,3004.ulaw,"Shop meter man trainee,"
domin,job_classification,3005.ulaw,Shop electrician.
domin,job_classification,3006.ulaw,Warehouse stock helper.
domin,job_classification,3007.ulaw,Warehouse storekeeper.
domin,job_classification,3008.ulaw,Oil slab worker.
domin,job_classification,3009.ulaw,Yard jockey.
domin,job_classification,3010.ulaw,Electrician.
domin,job_classification,3011.ulaw,Tree contractor.
domin,job_classification,3012.ulaw,Electric local supervisor.
domin,job_classification,3013.ulaw,Natural gas field service representative.
domin,job_classification,3014.ulaw,Consultant.
domin,job_classification,3015.ulaw,Superintendent.
domin,job_classification,3016.ulaw,Specialist.
domin,job_classification,3017.ulaw,"Contractor resource coordinator,"
domin,job_classification,3018.ulaw,"Distribution operations assistant,"
domin,job_classification,3019.ulaw,Intern.
domin,job_classification,3020.ulaw,"Project manager,"
domin,job_classification,3021.ulaw,Coordinator.
domin,job_classification,3022.ulaw,Performance analyst.
domin,job_classification,3023.ulaw,"Process analyst,"
domin,job_classification,3024.ulaw,Inspector.
domin,job_classification,3025.ulaw,"Lowboy and equipment operator,"
domin,job_classification,3026.ulaw,Electrical equipment technician.
domin,job_classification,3027.ulaw,"System protection technician,"
domin,job_classification,3028.ulaw,"Transmission system operator,"
domin,job_classification,3029.ulaw,"Heavy freight truck driver,"
domin,job_classification,500.ulaw,Arccos user.
domnuc,callout_type,1001.ulaw,Normal.
domnuc,callout_type,1003.ulaw,Plans.
domnuc,callout_type,1004.ulaw,Out of town.
domnuc,callout_type,1007.ulaw,Call until notify.
domnuc,callout_type,1009.ulaw,All hands on deck.
domnuc,callout_type,1011.ulaw,Fill shift.
domnuc,callout_type,1012.ulaw,Response.
domnuc,callout_type,1014.ulaw,Travel.
domnuc,callout_type,1015.ulaw,Prearranged.
domnuc,callout_type,1019.ulaw,Out of town.
domnuc,callout_type,1020.ulaw,Mutual aid.
domnuc,callout_type,1021.ulaw,Rearranged overtime assignment.
domnuc,callout_type,1022.ulaw,Travel.
domnuc,callout_type,1023.ulaw,Fill shift.
domnuc,callout_type,1024.ulaw,Plant.
domnuc,callout_type,1025.ulaw,Notification message.
domnuc,callout_type,1038.ulaw,All call.
domnuc,callout_type,1039.ulaw,Emergency response condition.
domnuc,callout_type,1076.ulaw,Actual emergency.
domnuc,callout_type,1077.ulaw,Unusual event.
domnuc,callout_type,1078.ulaw,Security event.
domnuc,callout_type,1079.ulaw,Drill full statins off hours.
domnuc,callout_type,1080.ulaw,Drill daytime.
domnuc,callout_type,1081.ulaw,"Drill, unusual events."
domnuc,callout_type,1082.ulaw,Drill security event.
domnuc,callout_type,1083.ulaw,Augmentation capability assessment.
domnuc,callout_type,1091.ulaw,Notification.
domnuc,callout_type,1095.ulaw,Holiday availability.
domnuc,callout_type,1203.ulaw,Emergency.
domnuc,callout_type,1204.ulaw,Drill.
domnuc,callout_type,1205.ulaw,Nonemergency.
domnuc,callout_type,1206.ulaw,Test.
domnuc,callout_type,1252.ulaw,Augmentation capability assessment.
domnuc,company,1201.ulaw,"Dominion Energy Nuclear,"
domnuc,company,1202.ulaw,E r o.
domnuc,company,1265.ulaw,Press any key to continue.
domnuc,custom_message,100.ulaw,M p two drill. Unusual event delta one. E u five. Shutdown LCO exceeded. Drill.
domnuc,custom_message,101.ulaw,M p two drill. Unusual event delta one. R u one. Rad monitors drill.
domnuc,custom_message,102.ulaw,"M p two drill. Unusual event delta one, t u one. Security event drill."
domnuc,custom_message,103.ulaw,M p two drill. Unusual event delta one. T u two. Destructive phenomena drill.
domnuc,custom_message,104.ulaw,"M p two drill. Unusual event delta one, g u one fire drill."
domnuc,custom_message,105.ulaw,M p two drill. Unusual event delta one g u two. Toxic flammable gases drill.
domnuc,custom_message,106.ulaw,M p two drill. Unusual event delta one. J u one judgment drill.
domnuc,custom_message,107.ulaw,M p two drill. Unusual event delta two o u one. Unplanned release drill.
domnuc,custom_message,108.ulaw,M p two drill. Alert Charlie one. D a one. Fuel clad or RCS barrier drill.
domnuc,custom_message,109.ulaw,M p two drill alert Charlie1BA two seam line break drill.
domnuc,custom_message,110.ulaw,M p two drill. Alert Charlie one. PA one. Station blackout drill.
domnuc,custom_message,111.ulaw,M p two drill. Alert Charlie one. PA two. Single AC power source drill.
domnuc,custom_message,112.ulaw,M p two drill. Alert Charlie one. EA one. Automatic reactor trip failure. Drill.
domnuc,custom_message,113.ulaw,M p two. Drill. Alert Charlie one. E a two. Inability to maintain cold shutdown. Drill.
domnuc,custom_message,114.ulaw,M p two drill. Alert Charlie one. E A three. Loss of enunciators transient. Drill.
domnuc,custom_message,115.ulaw,M p two drill. Alert Charlie one. OA one. Oxite dose drill.
domnuc,custom_message,116.ulaw,M p two drill alert Charlie one r a one. Spent fuel assembly damage drill.
domnuc,custom_message,117.ulaw,M p two drill. Alert Charlie one r a two. Plant radiation. Drill.
domnuc,custom_message,118.ulaw,"M p two drill, alert Charlie one, t a one, security event drill."
domnuc,custom_message,119.ulaw,M p two drill alert Charlie one t a two destructive phenomena drill.
domnuc,custom_message,120.ulaw,M p two drill. Alert Charlie one. GA one. Control room evacuation drill.
domnuc,custom_message,121.ulaw,M p two drill. Alert Charlie one. GA two. Fire explosion drill.
domnuc,custom_message,122.ulaw,M p two drill. Alert Charlie one. G a three. Toxic flammable gases drill.
domnuc,custom_message,123.ulaw,M p two drill. Alert Charlie one. J a one. Judgment drill.
domnuc,custom_message,124.ulaw,M P 2 drill site area emergency Charlie2BS1. Any two barriers drill.
domnuc,custom_message,125.ulaw,M P two drill. Site area emergency Charlie2. P S1. Station blackout drill.
domnuc,custom_message,126.ulaw,"M p two drill. Site area emergency Charlie2PS2, loss of DC drill."
domnuc,custom_message,127.ulaw,"M p two drill, site area emergency Charlie2ES1, Atmos drill."
domnuc,custom_message,128.ulaw,M p two drill. Site area emergency. Charlie two. ES two. Inability to maintain hot shutdown. Drill.
domnuc,custom_message,129.ulaw,M p two drill. Site area emergency Charlie2. ES3. In vessel fuel on recovery drill.
domnuc,custom_message,130.ulaw,M p two drill. Site area emergency Charlie2. ES4. Loss of enunciators transient. Drill.
domnuc,custom_message,131.ulaw,"M p two drill, site area emergency Charlie two, o s one, off-site dose drill."
domnuc,custom_message,132.ulaw,"M P two drill. Site area emergency, Charlie2. R S1. Spent fuel damage drill."
domnuc,custom_message,133.ulaw,M p two drill. Site area emergency Charlie two. T s one. Security event drill.
domnuc,custom_message,134.ulaw,MP2 drill. Site area emergency Charlie2. GS1. Control room evacuation drill.
domnuc,custom_message,135.ulaw,M p two drill. Site area emergency Charlie2. JS1. Judgment drill.
domnuc,custom_message,137.ulaw,"M p two drill, general emergency bravo, p g one, station blackout drill."
domnuc,custom_message,138.ulaw,"M p two drill, general emergency bravo, e g one, Atwas inadequate cooling, drill."
domnuc,custom_message,139.ulaw,"M p two drill, general emergency bravo, t g one, security event drill."
domnuc,custom_message,140.ulaw,"M p two drill, general emergency bravo, j g one judgment drill."
domnuc,custom_message,141.ulaw,"M p two drill, general emergency alpha, r g one, major fuel damage drill."
domnuc,custom_message,142.ulaw,"M p two drill, general emergency alpha, o g one, off-site dose drill."
domnuc,custom_message,143.ulaw,"M p two drill, general emergency alpha, e g one, all three barriers drill."
domnuc,custom_message,144.ulaw,"M p three drill, unusual event delta one, b u one, containment barrier failure drill."
domnuc,custom_message,145.ulaw,"M p three drill. Unusual event, delta one. B u two. RCS leakage drill."
domnuc,custom_message,146.ulaw,"M p three drill, unusual event delta one, b u three fuel clad degradation drill."
domnuc,custom_message,147.ulaw,M p three drill. Unusual event delta one. P u one. Loss of oxide power drill.
domnuc,custom_message,148.ulaw,"M p three drill. Unusual event, delta one, p u two, loss of d c drill."
domnuc,custom_message,149.ulaw,M p three. Drill. Unusual event delta one. E u one. Loss of cold shutdown function. Drill.
domnuc,custom_message,150.ulaw,"M p three drill. Unusual event delta one, e U two. Cavity seal failure drill."
domnuc,custom_message,151.ulaw,M p three drill. Unusual event delta one. E u three. Loss of annunciators drill.
domnuc,custom_message,152.ulaw,"M p three drill. Unusual event delta one, EU four. Loss of communications drill."
domnuc,custom_message,153.ulaw,M p three drill. Unusual event delta one. E u five. Shutdown LCO exceeded drill.
domnuc,custom_message,154.ulaw,M p three drill. Unusual event delta one. R u one. Rad monitors drill.
domnuc,custom_message,155.ulaw,M p three drill. Unusual event delta one. T u one. Security event drill.
domnuc,custom_message,156.ulaw,"M p three drill. Unusual event delta one, t u two. Destructive phenomena drill."
domnuc,custom_message,157.ulaw,M p three drill. Unusual event delta one. G u one. Fire drill.
domnuc,custom_message,158.ulaw,M p three drill. Unusual event delta one g u two. Toxic flammable gases drill.
domnuc,custom_message,159.ulaw,M p three drill. Unusual event delta one j u one judgment drill.
domnuc,custom_message,160.ulaw,M p three drill. Unusual event delta two o u one. Unplanned release drill.
domnuc,custom_message,161.ulaw,"M p three drill, alert Charlie one, b a one, fuel clad or RCS barrier failure, drill."
domnuc,custom_message,162.ulaw,M p three drill. Alert Charlie one. BA2. Seamline break drill.
domnuc,custom_message,163.ulaw,M p three drill alert Charlie one p a one station blackout drill.
domnuc,custom_message,164.ulaw,M p three drill. Alert Charlie one. PA two. Single AC power source drill.
domnuc,custom_message,165.ulaw,M p three drill. Alert Charlie one. EA one. Automatic reactor trip failure. Drill.
domnuc,custom_message,166.ulaw,M p three drill. Alert Charlie one. E a two. Inability to maintain cold shutdown. Drill.
domnuc,custom_message,167.ulaw,M p three drill. Alert Charlie one. EA three. Loss of enunciator transient drill.
domnuc,custom_message,168.ulaw,"M p three drill, alert Charlie one, o a one, off-site dose drill."
domnuc,custom_message,169.ulaw,M p three drill. Alert Charlie one. R a one. Spent fuel assembly damage drill.
domnuc,custom_message,170.ulaw,M p three drill. Alert Charlie one r a two. Plant radiation drill.
domnuc,custom_message,171.ulaw,"M p three drill alert Charlie one, t a one security event drill."
domnuc,custom_message,172.ulaw,"M p three drill. Alert Charlie one. TA two, destructive phenomena. Drill."
domnuc,custom_message,173.ulaw,M p three drill. Alert Charlie one. G a one. Control room evacuation drill.
domnuc,custom_message,174.ulaw,M p three drill. Alert Charlie one. GA two. Fire explosion drill.
domnuc,custom_message,175.ulaw,M p three drill. Alert Charlie one. GA three. Toxic flammable gases drill.
domnuc,custom_message,176.ulaw,M p three drill. Alert Charlie one. J a one. Judgment drill.
domnuc,custom_message,177.ulaw,M p three drill. Site area emergency Charlie2. BS1. Any two barriers drill.
domnuc,custom_message,178.ulaw,M p three drill. Site area emergency Charlie2. P S1. Station blackout drill.
domnuc,custom_message,179.ulaw,M p three drill. Site area emergency Charlie2. P s two. Loss of DC drill.
domnuc,custom_message,180.ulaw,"M p three drill, site area emergency, Charlie2, e S1, Atwas drill."
domnuc,custom_message,181.ulaw,M p three drill. Site area emergency Charlie2. ES2. Inability to maintain hot shutdown. Drill.
domnuc,custom_message,182.ulaw,M p three drill. Site area emergency Charlie2. ES3. In vessel fuel on recovery drill.
domnuc,custom_message,183.ulaw,MP three drip. Site area emergency Charlie2. ES4. Loss of annunciators transient drill.
domnuc,custom_message,184.ulaw,"M p three drill. Flight air emergency, Charlie two. O s one, off-site dose drill."
domnuc,custom_message,185.ulaw,M p three drill. Site area emergency Charlie2. RS1. Stent fuel damage drill.
domnuc,custom_message,186.ulaw,"M p three drill, site area emergency, Charlie two, t s one, security event drill."
domnuc,custom_message,187.ulaw,M P three drill. Site area emergency Charlie2. GS1. Control room evacuation drill.
domnuc,custom_message,188.ulaw,M p three drill. Site area emergency Charlie2. JS1. Judgment drill.
domnuc,custom_message,189.ulaw,"M p three drill, general emergency bravo, p g one station blackout drill."
domnuc,custom_message,190.ulaw,"M p three drill, general emergency bravo, e g one, at loss, inadequate cooling drill."
domnuc,custom_message,191.ulaw,"M p three drill, general emergency bravo, t g one security event drill."
domnuc,custom_message,192.ulaw,"M p three drill, general emergency bravo, j g one, judgment drill."
domnuc,custom_message,193.ulaw,"M p three drill, general emergency alpha, r g one, major fuel damage drill."
domnuc,custom_message,194.ulaw,"M p three drill, general emergency alpha, o g one, off-site dose drill."
domnuc,custom_message,195.ulaw,"M p three drill, general emergency alpha, b g one, all three barriers, drill."
domnuc,custom_message,205.ulaw,M p one. Unusual event delta one. T u one. Security event.
domnuc,custom_message,206.ulaw,"M p one, unusual event delta one, t u two, destructive phenomena."
domnuc,custom_message,207.ulaw,M p one. Unusual event delta one. G u one. Fire.
domnuc,custom_message,208.ulaw,"M p one, unusual event delta one, g u two, toxic flammable gases."
domnuc,custom_message,209.ulaw,"M p one, unusual event delta one, j u one, judgment."
domnuc,custom_message,210.ulaw,"M p one, alert Charlie one, r a one, reactor building radiation."
domnuc,custom_message,211.ulaw,M p one. Alert Charlie one. OA one. Equipment malfunction.
domnuc,custom_message,212.ulaw,M p one. Alert Charlie one. TA one. Security events.
domnuc,custom_message,213.ulaw,"M p one, alert Charlie one, t a two, destructive phenomena."
domnuc,custom_message,214.ulaw,M p one. Alert Charlie one. J a one. Judgment.
domnuc,custom_message,215.ulaw,"M p one, unusual event delta two, o u one, unplanned release."
domnuc,custom_message,216.ulaw,M p two. Unusual event delta one. E u one. Containment barrier failure.
domnuc,custom_message,217.ulaw,"M p two, unusual event delta one, b u two, RCS leakage."
domnuc,custom_message,218.ulaw,"M p two, unusual event delta one, b u three, fuel clad degradation."
domnuc,custom_message,219.ulaw,M p two. Unusual event delta one. P u one. Loss of off-site power.
domnuc,custom_message,220.ulaw,M p two. Unusual event delta one. P u two. Loss of DC.
domnuc,custom_message,221.ulaw,M p two. Unusual event delta one. E u one. Loss of cold shutdown function.
domnuc,custom_message,222.ulaw,"M p two, unusual event Delta one, e U two, refuel spent fuel pool level."
domnuc,custom_message,223.ulaw,"M p two, unusual event delta one, e u three, loss of annunciators."
domnuc,custom_message,224.ulaw,"M p two, unusual event delta one, e u four, loss of communication."
domnuc,custom_message,225.ulaw,M p two. Unusual event delta one. E u five. Shutdown LCO exceeded.
domnuc,custom_message,226.ulaw,M p two. Unusual event delta one. R u one. Rad monitors.
domnuc,custom_message,227.ulaw,"M p two, unusual event delta one, t u one, security event."
domnuc,custom_message,228.ulaw,M p two. Unusual event delta one. T u two. Destructive phenomena.
domnuc,custom_message,229.ulaw,M p two. Unusual event delta one. G u one. Fire.
domnuc,custom_message,230.ulaw,"M p two, unusual event delta one, g u two, toxic flammable gases."
domnuc,custom_message,231.ulaw,"M p two, unusual event delta one, j u one, judgment."
domnuc,custom_message,232.ulaw,"M p two, unusual event delta two, o u one, unplanned release."
domnuc,custom_message,233.ulaw,M p two. Alert Charlie one. B a one. Fuel clad or RCS barrier failure.
domnuc,custom_message,234.ulaw,M p two. Alert Charlie one. B a two. Steam line break.
domnuc,custom_message,235.ulaw,M p two. Alert Charlie one. PA one. Station blackout.
domnuc,custom_message,236.ulaw,"M p two, alert Charlie one, p a two, single AC power source."
domnuc,custom_message,237.ulaw,M P two. Alert Charlie one. EA1. Automatic reactor trip failure.
domnuc,custom_message,238.ulaw,M g two. Alert Charlie one. EA two. Inability to maintain cold shutdown.
domnuc,custom_message,239.ulaw,M p two. Alert Charlie one. E a three. Loss of annunciators. Transient.
domnuc,custom_message,240.ulaw,M p two. Alert Charlie one. OA one. Off-site dose.
domnuc,custom_message,241.ulaw,M P2. Alert Charlie one. R A one. Vent fuel assembly damage.
domnuc,custom_message,242.ulaw,M p two. Alert Charlie one. R a two. Plant radiation.
domnuc,custom_message,243.ulaw,M p two. Alert Charlie one. TA one. Security event.
domnuc,custom_message,244.ulaw,M p two. Alert Charlie one. TA two. Destructive phenomena.
domnuc,custom_message,245.ulaw,M p two. Alert Charlie one. GA one. Control room evacuation.
domnuc,custom_message,246.ulaw,M p two. Alert Charlie one. GA two. Fire explosion.
domnuc,custom_message,247.ulaw,"M p two, alert Charlie1, g A three, toxic flammable gases."
domnuc,custom_message,248.ulaw,M p two. Alert Charlie one. J a one. Judgment.
domnuc,custom_message,249.ulaw,M P 2. Site area emergency Charlie2. B s 1. Any two barriers.
domnuc,custom_message,250.ulaw,"MP2, site area emergency Charlie2, PS1, station blackout."
domnuc,custom_message,251.ulaw,MP2. Site area emergency Charlie2. PS2. Loss of DC.
domnuc,custom_message,252.ulaw,MP2. Site area emergency Charlie2. E S1. At wasp.
domnuc,custom_message,253.ulaw,MP2. Site area emergency Charlie2. EF2. Inability to maintain hot shutdown.
domnuc,custom_message,254.ulaw,"MP2, site area emergency Charlie2ES3, in vessel fuel on recovery."
domnuc,custom_message,255.ulaw,"MD2, site area emergency Charlie2ES4, loss of annunciators transient."
domnuc,custom_message,256.ulaw,"MP two, site area emergency Charlie2, o S one, off-site dose."
domnuc,custom_message,257.ulaw,MP2. Site area emergency Charlie2. RF1. Vent fuel damage.
